timestamp,cash,inventory_value,total_pnl,pos_EMERALDS,mid_EMERALDS,pos_TOMATOES,mid_TOMATOES
7000,-119843.0,119979.0,136.0,15.0,10000.0,-6.0,5003.5
7100,-119843.0,119973.0,130.0,15.0,10000.0,-6.0,5004.5
7200,-119843.0,119976.0,133.0,15.0,10000.0,-6.0,5004.0
7300,-119843.0,119976.0,133.0,15.0,10000.0,-6.0,5004.0
7400,-119843.0,119976.0,133.0,15.0,10000.0,-6.0,5004.0
7500,-119843.0,119973.0,130.0,15.0,10000.0,-6.0,5004.5
7600,-119843.0,119970.0,127.0,15.0,10000.0,-6.0,5005.0
7700,-119843.0,119970.0,127.0,15.0,10000.0,-6.0,5005.0
7800,-119843.0,119973.0,130.0,15.0,10000.0,-6.0,5004.5
7900,-119843.0,119967.0,124.0,15.0,10000.0,-6.0,5005.5
8000,-119843.0,119967.0,124.0,15.0,10000.0,-6.0,5005.5
8100,-119843.0,119964.0,121.0,15.0,10000.0,-6.0,5006.0
8200,-119843.0,119964.0,121.0,15.0,10000.0,-6.0,5006.0
8300,-119843.0,119964.0,121.0,15.0,10000.0,-6.0,5006.0
8400,-119843.0,119958.0,115.0,15.0,10000.0,-6.0,5007.0
8500,-119843.0,119958.0,115.0,15.0,10000.0,-6.0,5007.0
8600,-119843.0,119958.0,115.0,15.0,10000.0,-6.0,5007.0
8700,-119843.0,119955.0,112.0,15.0,10000.0,-6.0,5007.5
8800,-119843.0,120015.0,172.0,15.0,10004.0,-6.0,5007.5
8900,-119843.0,119958.0,115.0,15.0,10000.0,-6.0,5007.0
9000,-119843.0,119958.0,115.0,15.0,10000.0,-6.0,5007.0
9100,-119843.0,119961.0,118.0,15.0,10000.0,-6.0,5006.5
9200,-119843.0,119958.0,115.0,15.0,10000.0,-6.0,5007.0
9300,-119843.0,119958.0,115.0,15.0,10000.0,-6.0,5007.0
9400,-119843.0,119961.0,118.0,15.0,10000.0,-6.0,5006.5
9500,-119843.0,119961.0,118.0,15.0,10000.0,-6.0,5006.5
9600,-144843.0,144994.0,151.0,15.0,10000.0,-1.0,5006.0
9700,-144843.0,144993.5,150.5,15.0,10000.0,-1.0,5006.5
9800,-144843.0,144993.5,150.5,15.0,10000.0,-1.0,5006.5
9900,-164847.0,165019.5,172.5,15.0,10000.0,3.0,5006.5
10000,-164847.0,165019.5,172.5,15.0,10000.0,3.0,5006.5
10100,-164847.0,165021.0,174.0,15.0,10000.0,3.0,5007.0
10200,-164847.0,165024.0,177.0,15.0,10000.0,3.0,5008.0
10300,-164847.0,165025.5,178.5,15.0,10000.0,3.0,5008.5
10400,-164847.0,165025.5,178.5,15.0,10000.0,3.0,5008.5
10500,-164847.0,165027.0,180.0,15.0,10000.0,3.0,5009.0
10600,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
10700,-164847.0,165025.5,178.5,15.0,10000.0,3.0,5008.5
10800,-164847.0,165022.5,175.5,15.0,10000.0,3.0,5007.5
10900,-164847.0,165019.5,172.5,15.0,10000.0,3.0,5006.5
11000,-164847.0,165018.0,171.0,15.0,10000.0,3.0,5006.0
11100,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
11200,-164847.0,165018.0,171.0,15.0,10000.0,3.0,5006.0
11300,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
11400,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
11500,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
11600,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
11700,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
11800,-164847.0,165007.5,160.5,15.0,10000.0,3.0,5002.5
11900,-164847.0,165018.0,171.0,15.0,10000.0,3.0,5006.0
12000,-164847.0,165015.0,168.0,15.0,10000.0,3.0,5005.0
12100,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
12200,-164847.0,165019.5,172.5,15.0,10000.0,3.0,5006.5
12300,-164847.0,165021.0,174.0,15.0,10000.0,3.0,5007.0
12400,-164847.0,165022.5,175.5,15.0,10000.0,3.0,5007.5
12500,-164847.0,165021.0,174.0,15.0,10000.0,3.0,5007.0
12600,-164847.0,165019.5,172.5,15.0,10000.0,3.0,5006.5
12700,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
12800,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
12900,-164847.0,165015.0,168.0,15.0,10000.0,3.0,5005.0
13000,-164847.0,165015.0,168.0,15.0,10000.0,3.0,5005.0
13100,-164847.0,165012.0,165.0,15.0,10000.0,3.0,5004.0
13200,-164847.0,165013.5,166.5,15.0,10000.0,3.0,5004.5
13300,-164847.0,164953.5,106.5,15.0,9996.0,3.0,5004.5
13400,-164847.0,165015.0,168.0,15.0,10000.0,3.0,5005.0
13500,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
13600,-164847.0,165016.5,169.5,15.0,10000.0,3.0,5005.5
13700,-164847.0,165027.0,180.0,15.0,10000.0,3.0,5009.0
13800,-164847.0,165013.5,166.5,15.0,10000.0,3.0,5004.5
13900,-164847.0,165001.5,154.5,15.0,10000.0,3.0,5000.5
14000,-164847.0,165013.5,166.5,15.0,10000.0,3.0,5004.5
14100,-164847.0,165012.0,165.0,15.0,10000.0,3.0,5004.0
14200,-164847.0,165012.0,165.0,15.0,10000.0,3.0,5004.0
14300,-164847.0,165010.5,163.5,15.0,10000.0,3.0,5003.5
14400,-164847.0,165013.5,166.5,15.0,10000.0,3.0,5004.5
14500,-164847.0,165010.5,163.5,15.0,10000.0,3.0,5003.5
14600,-164847.0,165001.5,154.5,15.0,10000.0,3.0,5000.5
14700,-164847.0,165009.0,162.0,15.0,10000.0,3.0,5003.0
14800,-164847.0,165009.0,162.0,15.0,10000.0,3.0,5003.0
14900,-164847.0,165075.0,228.0,15.0,10004.0,3.0,5005.0
15000,-164847.0,165009.0,162.0,15.0,10000.0,3.0,5003.0
15100,-164847.0,165010.5,163.5,15.0,10000.0,3.0,5003.5
15200,-164847.0,165009.0,162.0,15.0,10000.0,3.0,5003.0
15300,-164847.0,165009.0,162.0,15.0,10000.0,3.0,5003.0
15400,-164847.0,165009.0,162.0,15.0,10000.0,3.0,5003.0
15500,-164847.0,165010.5,163.5,15.0,10000.0,3.0,5003.5
15600,-164847.0,165012.0,165.0,15.0,10000.0,3.0,5004.0
15700,-164847.0,165012.0,165.0,15.0,10000.0,3.0,5004.0
15800,-164847.0,165015.0,168.0,15.0,10000.0,3.0,5005.0
15900,-164847.0,165004.5,157.5,15.0,10000.0,3.0,5001.5
16000,-164847.0,165012.0,165.0,15.0,10000.0,3.0,5004.0
16100,-164847.0,165003.0,156.0,15.0,10000.0,3.0,5001.0
16200,-164847.0,165010.5,163.5,15.0,10000.0,3.0,5003.5
16300,-164847.0,165007.5,160.5,15.0,10000.0,3.0,5002.5
16400,-174841.0,175015.0,174.0,15.0,10000.0,5.0,5003.0
16500,-174841.0,175015.0,174.0,15.0,10000.0,5.0,5003.0
16600,-174841.0,175015.0,174.0,15.0,10000.0,5.0,5003.0
16700,-174841.0,175012.5,171.5,15.0,10000.0,5.0,5002.5
16800,-174841.0,175015.0,174.0,15.0,10000.0,5.0,5003.0
16900,-174841.0,175012.5,171.5,15.0,10000.0,5.0,5002.5
17000,-174841.0,175012.5,171.5,15.0,10000.0,5.0,5002.5
17100,-174841.0,174950.0,109.0,15.0,9996.0,5.0,5002.0
17200,-174841.0,175012.5,171.5,15.0,10000.0,5.0,5002.5
17300,-174841.0,175015.0,174.0,15.0,10000.0,5.0,5003.0
17400,-174841.0,175027.5,186.5,15.0,10000.0,5.0,5005.5
17500,-174841.0,175015.0,174.0,15.0,10000.0,5.0,5003.0
17600,-174841.0,175012.5,171.5,15.0,10000.0,5.0,5002.5
17700,-174841.0,175012.5,171.5,15.0,10000.0,5.0,5002.5
17800,-174841.0,175012.5,171.5,15.0,10000.0,5.0,5002.5
17900,-164825.0,165006.0,181.0,15.0,10000.0,3.0,5002.0
18000,-164825.0,165004.5,179.5,15.0,10000.0,3.0,5001.5
18100,-164825.0,165006.0,181.0,15.0,10000.0,3.0,5002.0
18200,-164825.0,165004.5,179.5,15.0,10000.0,3.0,5001.5
18300,-164825.0,165003.0,178.0,15.0,10000.0,3.0,5001.0
18400,-164825.0,165003.0,178.0,15.0,10000.0,3.0,5001.0
18500,-164825.0,164992.5,167.5,15.0,10000.0,3.0,4997.5
18600,-164825.0,165000.0,175.0,15.0,10000.0,3.0,5000.0
18700,-164825.0,165000.0,175.0,15.0,10000.0,3.0,5000.0
18800,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
18900,-164825.0,164995.5,170.5,15.0,10000.0,3.0,4998.5
19000,-164825.0,164995.5,170.5,15.0,10000.0,3.0,4998.5
19100,-164825.0,164994.0,169.0,15.0,10000.0,3.0,4998.0
19200,-164825.0,164994.0,169.0,15.0,10000.0,3.0,4998.0
19300,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
19400,-164825.0,164998.5,173.5,15.0,10000.0,3.0,4999.5
19500,-164825.0,164998.5,173.5,15.0,10000.0,3.0,4999.5
19600,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
19700,-164825.0,164998.5,173.5,15.0,10000.0,3.0,4999.5
19800,-164825.0,164998.5,173.5,15.0,10000.0,3.0,4999.5
19900,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
20000,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
20100,-164825.0,164995.5,170.5,15.0,10000.0,3.0,4998.5
20200,-164825.0,164998.5,173.5,15.0,10000.0,3.0,4999.5
20300,-164825.0,164998.5,173.5,15.0,10000.0,3.0,4999.5
20400,-164825.0,164986.5,161.5,15.0,10000.0,3.0,4995.5
20500,-164825.0,165001.5,176.5,15.0,10000.0,3.0,5000.5
20600,-164825.0,164995.5,170.5,15.0,10000.0,3.0,4998.5
20700,-164825.0,165003.0,178.0,15.0,10000.0,3.0,5001.0
20800,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
20900,-164825.0,164998.5,173.5,15.0,10000.0,3.0,4999.5
21000,-164825.0,165000.0,175.0,15.0,10000.0,3.0,5000.0
21100,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
21200,-164825.0,164994.0,169.0,15.0,10000.0,3.0,4998.0
21300,-164825.0,164995.5,170.5,15.0,10000.0,3.0,4998.5
21400,-164825.0,164994.0,169.0,15.0,10000.0,3.0,4998.0
21500,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
21600,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
21700,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
21800,-164825.0,164997.0,172.0,15.0,10000.0,3.0,4999.0
21900,-164825.0,164994.0,169.0,15.0,10000.0,3.0,4998.0
22000,-164825.0,164995.5,170.5,15.0,10000.0,3.0,4998.5
22100,-164825.0,164994.0,169.0,15.0,10000.0,3.0,4998.0
22200,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4998.0
22300,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4998.0
22400,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4997.0
22500,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4997.5
22600,-149813.0,150000.0,187.0,15.0,10000.0,0.0,5001.0
22700,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4997.5
22800,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4997.5
22900,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4997.5
23000,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4996.5
23100,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4996.5
23200,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4996.5
23300,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4996.0
23400,-149813.0,150000.0,187.0,15.0,10000.0,0.0,4996.0
23500,-164783.0,164986.5,203.5,15.0,10000.0,3.0,4995.5
23600,-164783.0,164988.0,205.0,15.0,10000.0,3.0,4996.0
23700,-164783.0,164988.0,205.0,15.0,10000.0,3.0,4996.0
23800,-164783.0,164986.5,203.5,15.0,10000.0,3.0,4995.5
23900,-164783.0,164985.0,202.0,15.0,10000.0,3.0,4995.0
24000,-164783.0,164983.5,200.5,15.0,10000.0,3.0,4994.5
24100,-164783.0,164986.5,203.5,15.0,10000.0,3.0,4995.5
24200,-164783.0,164986.5,203.5,15.0,10000.0,3.0,4995.5
24300,-164783.0,164986.5,203.5,15.0,10000.0,3.0,4995.5
24400,-164783.0,164988.0,205.0,15.0,10000.0,3.0,4996.0
24500,-164783.0,164986.5,203.5,15.0,10000.0,3.0,4995.5
24600,-139778.0,140010.0,232.0,15.0,10000.0,-2.0,4995.0
24700,-139778.0,140011.0,233.0,15.0,10000.0,-2.0,4994.5
24800,-139778.0,140009.0,231.0,15.0,10000.0,-2.0,4995.5
24900,-139778.0,140010.0,232.0,15.0,10000.0,-2.0,4995.0
25000,-139778.0,140010.0,232.0,15.0,10000.0,-2.0,4995.0
25100,-139778.0,140010.0,232.0,15.0,10000.0,-2.0,4995.0
25200,-139778.0,140009.0,231.0,15.0,10000.0,-2.0,4995.5
25300,-139778.0,140009.0,231.0,15.0,10000.0,-2.0,4995.5
25400,-139778.0,140008.0,230.0,15.0,10000.0,-2.0,4996.0
25500,-139778.0,140068.0,290.0,15.0,10004.0,-2.0,4996.0
25600,-139778.0,140008.0,230.0,15.0,10000.0,-2.0,4996.0
25700,-139778.0,140008.0,230.0,15.0,10000.0,-2.0,4996.0
25800,-139778.0,140008.0,230.0,15.0,10000.0,-2.0,4996.0
25900,-139778.0,140009.0,231.0,15.0,10000.0,-2.0,4995.5
26000,-139778.0,140010.0,232.0,15.0,10000.0,-2.0,4995.0
26100,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4995.0
26200,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4995.0
26300,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.0
26400,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.5
26500,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.5
26600,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.0
26700,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4995.0
26800,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4991.5
26900,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.5
27000,-149756.0,150060.0,304.0,15.0,10004.0,0.0,4995.0
27100,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4995.5
27200,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4995.0
27300,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4995.0
27400,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4998.5
27500,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.5
27600,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.0
27700,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.0
27800,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.0
27900,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4993.5
28000,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4993.5
28100,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4993.5
28200,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.0
28300,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4994.0
28400,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4993.0
28500,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4993.0
28600,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4993.0
28700,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4993.5
28800,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4993.5
28900,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4997.0
29000,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4993.0
29100,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4992.0
29200,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4993.0
29300,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4992.5
29400,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4992.5
29500,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4991.5
29600,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4991.0
29700,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4990.5
29800,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4990.0
29900,-149756.0,150000.0,244.0,15.0,10000.0,0.0,4990.0
30000,-184672.0,184898.5,226.5,15.0,10000.0,7.0,4985.5
30100,-184672.0,184923.0,251.0,15.0,10000.0,7.0,4989.0
30200,-184672.0,184926.5,254.5,15.0,10000.0,7.0,4989.5
30300,-184672.0,184926.5,254.5,15.0,10000.0,7.0,4989.5
30400,-184672.0,184940.5,268.5,15.0,10000.0,7.0,4991.5
30500,-184672.0,184923.0,251.0,15.0,10000.0,7.0,4989.0
30600,-184672.0,184930.0,258.0,15.0,10000.0,7.0,4990.0
30700,-184672.0,184930.0,258.0,15.0,10000.0,7.0,4990.0
30800,-184672.0,184930.0,258.0,15.0,10000.0,7.0,4990.0
30900,-184672.0,184923.0,251.0,15.0,10000.0,7.0,4989.0
31000,-184672.0,185007.5,335.5,15.0,10004.0,7.0,4992.5
31100,-184672.0,184937.0,265.0,15.0,10000.0,7.0,4991.0
31200,-184672.0,184933.5,261.5,15.0,10000.0,7.0,4990.5
31300,-184672.0,184930.0,258.0,15.0,10000.0,7.0,4990.0
31400,-154651.0,154933.5,282.5,12.0,10000.0,7.0,4990.5
31500,-154651.0,154930.0,279.0,12.0,10000.0,7.0,4990.0
31600,-154651.0,154930.0,279.0,12.0,10000.0,7.0,4990.0
31700,-154651.0,154930.0,279.0,12.0,10000.0,7.0,4990.0
31800,-154651.0,154947.5,296.5,12.0,10000.0,7.0,4992.5
31900,-154651.0,154926.5,275.5,12.0,10000.0,7.0,4989.5
32000,-154651.0,154930.0,279.0,12.0,10000.0,7.0,4990.0
32100,-154651.0,154933.5,282.5,12.0,10000.0,7.0,4990.5
32200,-154651.0,154933.5,282.5,12.0,10000.0,7.0,4990.5
32300,-154651.0,154933.5,282.5,12.0,10000.0,7.0,4990.5
32400,-154651.0,154933.5,282.5,12.0,10000.0,7.0,4990.5
32500,-154651.0,154937.0,286.0,12.0,10000.0,7.0,4991.0
32600,-154651.0,154940.5,289.5,12.0,10000.0,7.0,4991.5
32700,-154651.0,154937.0,286.0,12.0,10000.0,7.0,4991.0
32800,-154651.0,154940.5,289.5,12.0,10000.0,7.0,4991.5
32900,-154651.0,154940.5,289.5,12.0,10000.0,7.0,4991.5
33000,-154651.0,154944.0,293.0,12.0,10000.0,7.0,4992.0
33100,-154651.0,154937.0,286.0,12.0,10000.0,7.0,4991.0
33200,-194563.0,194797.5,234.5,12.0,10000.0,15.0,4986.5
33300,-194563.0,194857.5,294.5,12.0,10000.0,15.0,4990.5
33400,-194563.0,194872.5,309.5,12.0,10000.0,15.0,4991.5
33500,-194563.0,194872.5,309.5,12.0,10000.0,15.0,4991.5
33600,-194563.0,194865.0,302.0,12.0,10000.0,15.0,4991.0
33700,-194563.0,194857.5,294.5,12.0,10000.0,15.0,4990.5
33800,-194563.0,194865.0,302.0,12.0,10000.0,15.0,4991.0
33900,-194563.0,194865.0,302.0,12.0,10000.0,15.0,4991.0
34000,-194563.0,194872.5,309.5,12.0,10000.0,15.0,4991.5
34100,-194563.0,194857.5,294.5,12.0,10000.0,15.0,4990.5
34200,-194563.0,194850.0,287.0,12.0,10000.0,15.0,4990.0
34300,-194563.0,194850.0,287.0,12.0,10000.0,15.0,4990.0
34400,-194563.0,194857.5,294.5,12.0,10000.0,15.0,4990.5
34500,-194563.0,194857.5,294.5,12.0,10000.0,15.0,4990.5
34600,-194563.0,194857.5,294.5,12.0,10000.0,15.0,4990.5
34700,-174575.0,174901.0,326.0,12.0,10000.0,11.0,4991.0
34800,-174575.0,174912.0,337.0,12.0,10000.0,11.0,4992.0
34900,-174575.0,174906.5,331.5,12.0,10000.0,11.0,4991.5
35000,-174575.0,174912.0,337.0,12.0,10000.0,11.0,4992.0
35100,-174575.0,174923.0,348.0,12.0,10000.0,11.0,4993.0
35200,-174575.0,174923.0,348.0,12.0,10000.0,11.0,4993.0
35300,-174575.0,174923.0,348.0,12.0,10000.0,11.0,4993.0
35400,-174575.0,174928.5,353.5,12.0,10000.0,11.0,4993.5
35500,-174575.0,174928.5,353.5,12.0,10000.0,11.0,4993.5
35600,-174575.0,174928.5,353.5,12.0,10000.0,11.0,4993.5
35700,-174575.0,174928.5,353.5,12.0,10000.0,11.0,4993.5
35800,-174575.0,174923.0,348.0,12.0,10000.0,11.0,4993.0
35900,-174575.0,174928.5,353.5,12.0,10000.0,11.0,4993.5
36000,-174575.0,174923.0,348.0,12.0,10000.0,11.0,4993.0
36100,-174575.0,174923.0,348.0,12.0,10000.0,11.0,4993.0
36200,-174575.0,174923.0,348.0,12.0,10000.0,11.0,4993.0
36300,-174575.0,174928.5,353.5,12.0,10000.0,11.0,4993.5
36400,-184549.0,184909.0,360.0,12.0,10000.0,13.0,4993.0
36500,-184549.0,184909.0,360.0,12.0,10000.0,13.0,4993.0
36600,-184549.0,184896.0,347.0,12.0,10000.0,13.0,4992.0
36700,-194521.0,194872.5,351.5,12.0,10000.0,15.0,4991.5
36800,-194521.0,194872.5,351.5,12.0,10000.0,15.0,4991.5
36900,-194521.0,194880.0,359.0,12.0,10000.0,15.0,4992.0
37000,-194521.0,194872.5,351.5,12.0,10000.0,15.0,4991.5
37100,-194521.0,194872.5,351.5,12.0,10000.0,15.0,4991.5
37200,-194521.0,194872.5,351.5,12.0,10000.0,15.0,4991.5
37300,-194521.0,194872.5,351.5,12.0,10000.0,15.0,4991.5
37400,-194521.0,194872.5,351.5,12.0,10000.0,15.0,4991.5
37500,-194521.0,194832.0,311.0,12.0,9996.0,15.0,4992.0
37600,-194521.0,194872.5,351.5,12.0,10000.0,15.0,4991.5
37700,-194521.0,194872.5,351.5,12.0,10000.0,15.0,4991.5
37800,-194521.0,194857.5,336.5,12.0,10000.0,15.0,4990.5
37900,-194521.0,194857.5,336.5,12.0,10000.0,15.0,4990.5
38000,-194521.0,194898.0,377.0,12.0,10004.0,15.0,4990.0
38100,-194521.0,194835.0,314.0,12.0,10000.0,15.0,4989.0
38200,-194521.0,194827.5,306.5,12.0,10000.0,15.0,4988.5
38300,-194521.0,194827.5,306.5,12.0,10000.0,15.0,4988.5
38400,-194521.0,194838.0,317.0,12.0,10004.0,15.0,4986.0
38500,-194521.0,194820.0,299.0,12.0,10000.0,15.0,4988.0
38600,-194521.0,194812.5,291.5,12.0,10000.0,15.0,4987.5
38700,-194521.0,194812.5,291.5,12.0,10000.0,15.0,4987.5
38800,-194521.0,194812.5,291.5,12.0,10000.0,15.0,4987.5
38900,-194521.0,194812.5,291.5,12.0,10000.0,15.0,4987.5
39000,-194521.0,194853.0,332.0,12.0,10004.0,15.0,4987.0
39100,-194521.0,194797.5,276.5,12.0,10000.0,15.0,4986.5
39200,-194521.0,194797.5,276.5,12.0,10000.0,15.0,4986.5
39300,-194521.0,194782.5,261.5,12.0,10000.0,15.0,4985.5
39400,-204479.0,204745.0,266.0,12.0,10000.0,17.0,4985.0
39500,-204479.0,204745.0,266.0,12.0,10000.0,17.0,4985.0
39600,-204479.0,204736.5,257.5,12.0,10000.0,17.0,4984.5
39700,-204479.0,204736.5,257.5,12.0,10000.0,17.0,4984.5
39800,-204479.0,204736.5,257.5,12.0,10000.0,17.0,4984.5
